As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Gulf,6
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Petermann - Simpson,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Tanami,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Tiwi Islands,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Victoria River,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Weddell,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,West Arnhem,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,8
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,DV,Tennant Creek,-,27
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Alice Springs,-,17
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,51
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Katherine,-,13
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Nhulunbuy,-,3
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Alligator,3
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Anindilyakwa,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Barkly,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Daly,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Gulf,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Petermann - Simpson,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Tanami,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Victoria River,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Tennant Creek,-,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Alice Springs,-,16
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,7
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Katherine,-,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Nhulunbuy,-,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Weddell,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Yuendumu - Anmatjere,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Tennant Creek,-,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Alice Springs,-,5
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,36
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Katherine,-,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Alligator,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Daly,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,East Arnhem,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Elsey,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Victoria River,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,8
1/03/2020,2008,2,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Tennant Creek,-,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Alice Springs,-,5
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,3
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Katherine,-,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Anindilyakwa,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Barkly,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,East Arnhem,6
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Elsey,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Gulf,6
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Petermann - Simpson,3
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tanami,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Thamarrurr,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,DV,Tennant Creek,-,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Alice Springs,-,3
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Katherine,-,2
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Anindilyakwa,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Barkly,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,East Arnhem,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Gulf,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Thamarrurr,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,West Arnhem,1
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,4
1/03/2020,2008,2,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Tennant Creek,-,2
1/03/2020,2008,2,Acts intended to cause injury,Other acts intended to cause injury,-,-,Alice Springs,-,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,-,28
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,76
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,-,16
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,-,2
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,2
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Barkly,3
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Daly,3
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,4
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,3
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,3
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tiwi Islands,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,5
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,3
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,24
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,-,8
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,-,2
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,18
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,-,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Nhulunbuy,-,2
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Barkly,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,East Arnhem,2
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Elsey,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Gulf,2
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Petermann - Simpson,2
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Thamarrurr,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tiwi Islands,1
1/03/2020,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,2
1/03/2020,2008,2,Homicide and related Offences,Murder,-,-,Katherine,-,1
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,Alice Springs,-,15
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,Darwin,-,100
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,Katherine,-,6
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,1
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,6
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,1
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Daly,1
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,2
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,1
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,3
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,2
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,3
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Weddell,2
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,1
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,3
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,Palmerston,-,36
1/03/2020,2008,2,House break-ins,House break-ins actual,-,-,Tennant Creek,-,2
1/03/2020,2008,2,House break-ins,House break-ins attempted,-,-,Darwin,-,30
1/03/2020,2008,2,House break-ins,House break-ins attempted,-,-,Palmerston,-,2
1/03/2020,2008,2,House break-ins,House break-ins attempted,-,-,Tennant Creek,-,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,-,5
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,38
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,-,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Elsey,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Petermann - Simpson,2
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tiwi Islands,6
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Victoria River,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,1
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,14
1/03/2020,2008,2,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,-,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,-,4
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,56
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,-,5
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Nhulunbuy,-,3
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,East Arnhem,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Elsey,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Tanami,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Victoria River,1
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,2
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,26
1/03/2020,2008,2,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Tennant Creek,-,1
1/03/2020,2008,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,2
1/03/2020,2008,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Howard Springs,1
1/03/2020,2008,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,Alice Springs,-,116
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,Darwin,-,333
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,Katherine,-,26
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,-,4
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,5
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,7
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,1
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,3
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,3
1/03/2020,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,8
